序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
2921,688026,洁特生物,15.62,-1.76,-0.28,6389.0,10003658.0,2.45,15.95,15.56,15.81,15.9,0.85,0.46,28.7,1.98,2192491069.0,2191790949.0,-0.06,0.13,-16.65,22.41
2922,603588,高能环境,6.68,-1.76,-0.12,110680.0,74160728.0,2.35,6.81,6.65,6.8,6.8,0.89,0.73,11.81,1.06,10175206173.0,10175206173.0,0.0,0.15,-0.89,29.21
2923,601002,晋亿实业,5.03,-1.76,-0.09,51766.0,26098092.0,2.54,5.14,5.01,5.14,5.12,0.97,0.54,22.12,1.13,4800836822.0,4800836822.0,0.2,0.0,-6.51,18.35
2924,000885,城发环境,13.36,-1.76,-0.24,29355.0,39438440.29,2.13,13.63,13.34,13.6,13.6,1.58,0.46,7.05,0.94,8578165487.0,8578165487.0,-0.15,-0.15,-10.34,4.78
2925,002624,完美世界,14.48,-1.76,-0.26,215389.0,313183653.41,3.73,14.9,14.35,14.69,14.74,1.46,1.18,31.66,3.97,28090742490.0,26465574434.0,0.0,-0.07,-22.48,43.37
2926,002700,万憬能源,6.7,-1.76,-0.12,20063.0,13509165.0,1.61,6.8,6.69,6.8,6.82,0.79,0.76,32.76,2.03,2771308840.0,1765214656.0,0.15,0.15,-4.56,-34.44
2927,000711,ST京蓝,1.67,-1.76,-0.03,255459.0,42899583.0,2.35,1.7,1.66,1.69,1.7,2.01,1.12,-34.12,8.23,4771150292.0,3817175302.0,0.0,0.0,-6.7,3.73
2928,300279,和晶科技,6.7,-1.76,-0.12,42655.0,28603787.0,2.64,6.81,6.63,6.77,6.82,1.17,0.92,37.53,3.16,3276966583.0,3099885349.0,0.0,-0.15,-15.3,10.56
2929,002993,奥海科技,41.27,-1.76,-0.74,10247.0,42566923.5,2.81,42.29,41.11,42.01,42.01,1.09,0.43,23.83,2.3,11392170800.0,9840704925.0,-0.07,0.17,-12.1,2.89
2930,003002,壶化股份,29.1,-1.76,-0.52,30777.0,90868310.0,3.38,30.0,29.0,29.47,29.62,1.08,1.68,29.99,3.88,5820000000.0,5321647950.0,-0.07,-0.31,19.9,29.85
2931,002950,奥美医疗,11.15,-1.76,-0.2,25352.0,28441857.0,2.11,11.38,11.14,11.34,11.35,0.94,0.56,15.18,1.89,7060909288.0,5039746580.0,-0.09,-0.09,11.39,28.6
2932,688639,华恒生物,34.5,-1.77,-0.62,22067.0,76888090.0,2.9,35.4,34.38,35.2,35.12,0.98,0.88,38.61,3.22,8628991409.0,8628991409.0,0.03,0.32,-2.95,7.95
2933,600959,江苏有线,3.33,-1.77,-0.06,255627.0,85407002.0,2.06,3.39,3.32,3.39,3.39,1.85,0.51,39.93,0.73,16652389894.0,16652389894.0,0.0,0.0,-11.9,0.0
2934,000793,ST华闻,2.77,-1.77,-0.05,132898.0,36895641.68,1.77,2.81,2.76,2.81,2.82,1.22,0.68,-40.94,48.3,5532369916.0,5431993864.0,0.36,0.36,9.06,3.36
2935,603583,捷昌驱动,33.95,-1.77,-0.61,17914.0,61072088.0,2.2,34.65,33.89,34.32,34.56,0.99,0.47,25.84,2.77,13096923922.0,12977284122.0,-0.09,0.0,-20.64,39.08
2936,301633,港迪技术,64.84,-1.77,-1.17,2444.0,15884104.0,2.86,66.31,64.42,65.7,66.01,1.7,0.96,62.41,3.95,3610291200.0,1654110027.0,0.0,0.0,-19.98,-21.39
2937,300580,贝斯特,22.69,-1.77,-0.41,22497.0,51389863.68,2.34,23.2,22.66,23.18,23.1,1.01,0.48,36.06,3.49,11357340297.0,10682760017.0,-0.04,0.04,-21.41,-0.4
2938,002303,美盈森,3.89,-1.77,-0.07,155419.0,60663412.96,2.78,3.97,3.86,3.94,3.96,1.64,1.61,17.17,1.35,5956849135.0,3761384957.0,0.0,-0.26,-10.57,15.09
2939,002274,华昌化工,5.56,-1.77,-0.1,55707.0,31103332.74,1.94,5.66,5.55,5.64,5.66,0.96,0.59,-469.12,0.97,5295147432.0,5214441163.0,0.18,0.0,-14.06,-25.57
2940,603189,网达软件,18.92,-1.77,-0.34,25098.0,47605626.0,2.7,19.32,18.8,19.3,19.26,0.99,0.93,637.61,3.38,5099854763.0,5099854763.0,-0.05,-0.11,-8.95,29.23
2941,600640,国脉文化,12.23,-1.77,-0.22,44746.0,55197186.0,2.57,12.54,12.22,12.5,12.45,1.53,0.56,372.66,2.45,9731361346.0,9731361346.0,-0.41,-0.49,0.0,2.51
2942,002282,博深股份,7.2,-1.77,-0.13,33624.0,24297352.0,2.46,7.33,7.15,7.33,7.33,1.22,0.67,18.28,1.05,3793236106.0,3636054994.0,0.0,0.14,-0.14,-0.14
2943,920418,苏轴股份,29.99,-1.77,-0.54,55222.0,166332873.98,7.37,31.27,29.02,29.5,30.53,1.64,3.54,30.86,5.48,4873063104.0,4678329307.0,0.77,0.71,-5.45,59.86
2944,000061,农 产 品,9.97,-1.77,-0.18,463931.0,472876430.47,6.4,10.53,9.88,10.24,10.15,4.17,2.73,56.25,2.36,19790063144.0,16918422070.0,0.0,0.1,5.28,43.66
2945,002379,宏创控股,22.2,-1.77,-0.4,102687.0,227519187.23,3.67,22.64,21.81,22.5,22.6,0.89,0.9,-111.48,14.09,25227497317.0,25227497317.0,0.5,0.73,26.5,147.49
2946,301295,美硕科技,25.57,-1.77,-0.46,5175.0,13245792.85,4.34,26.35,25.22,26.03,26.03,0.96,1.76,94.35,2.7,2577456000.0,751758000.0,0.67,0.2,-19.82,23.77
2947,300551,古鳌科技,13.88,-1.77,-0.25,164571.0,228847756.5,4.46,14.24,13.61,14.08,14.13,1.63,4.85,-21.55,10.78,4720072205.0,4706331269.0,-0.07,-0.29,10.86,39.22
2948,600579,中化装备,8.32,-1.77,-0.15,31215.0,26101800.0,2.24,8.47,8.28,8.47,8.47,1.1,0.63,-114.19,2.5,4106758315.0,4106758315.0,0.0,-0.12,-7.04,-31.8
2949,600491,龙元建设,2.76,-1.78,-0.05,82076.0,22777244.0,2.49,2.82,2.75,2.81,2.81,1.08,0.54,-12.35,0.43,4222131956.0,4222131956.0,0.0,0.0,-25.2,-26.2
2950,688180,君实生物-U,35.93,-1.78,-0.65,38351.0,138216109.0,2.57,36.59,35.65,36.46,36.58,1.28,0.5,-46.44,5.93,36888967065.0,27536542564.0,-0.11,-0.11,-24.25,31.47
2951,300419,ST浩丰,6.08,-1.78,-0.11,30107.0,18371177.6,2.26,6.18,6.04,6.18,6.19,0.79,0.82,-109.58,5.18,2235942922.0,2235942922.0,0.16,0.0,-14.37,40.09
2952,002560,通达股份,9.38,-1.78,-0.17,222766.0,209429296.15,3.35,9.59,9.27,9.46,9.55,0.97,4.92,28.03,1.84,4931427787.0,4248539699.0,0.11,0.11,27.45,37.54
2953,002973,侨银股份,13.25,-1.78,-0.24,11336.0,15109742.0,2.67,13.57,13.21,13.5,13.49,0.77,0.51,27.05,2.15,5414820167.0,2953213994.0,-0.08,0.08,-11.37,26.43
2954,002542,中化岩土,3.31,-1.78,-0.06,122292.0,40667764.0,1.48,3.36,3.31,3.36,3.37,1.12,0.7,-15.17,11.44,5978246403.0,5821532950.0,-0.3,-0.3,-15.13,-15.56
2955,002247,聚力文化,2.76,-1.78,-0.05,119403.0,33132853.0,3.56,2.84,2.74,2.82,2.81,1.16,1.86,41.77,3.53,2348401335.0,1776172255.0,0.0,0.36,-6.12,8.24
2956,300376,ST易事特,6.06,-1.78,-0.11,149959.0,91269736.0,3.57,6.23,6.01,6.18,6.17,0.87,0.64,112.25,2.11,14109137285.0,14104255500.0,0.17,-0.16,10.58,70.22
2957,688336,三生国健,59.62,-1.78,-1.08,20585.0,123049430.0,4.55,61.66,58.9,60.69,60.7,0.94,0.33,69.15,6.23,36772768979.0,36772768979.0,0.08,0.24,9.03,179.91
2958,300583,赛托生物,13.77,-1.78,-0.25,9680.0,13387567.4,2.71,14.08,13.7,14.05,14.02,0.92,0.52,-28.3,1.48,2612198275.0,2563270711.0,-0.15,0.0,-12.18,-29.49
2959,300603,立昂技术,9.4,-1.78,-0.17,47266.0,44551577.16,2.72,9.6,9.34,9.57,9.57,1.58,1.28,-54.69,3.11,4369103371.0,3474414417.0,-0.11,0.0,-15.16,-15.62
2960,300142,沃森生物,11.04,-1.78,-0.2,128547.0,142548553.5,2.22,11.27,11.02,11.24,11.24,1.54,0.83,81.02,1.82,17656807893.0,17177627711.0,0.0,0.09,-10.39,-8.53
2961,002863,今飞凯达,5.53,-1.78,-0.1,129952.0,71811758.5,3.2,5.64,5.46,5.6,5.63,0.99,2.17,34.27,1.17,3315144054.0,3315144054.0,-0.18,0.0,-2.12,19.7
2962,601311,骆驼股份,8.81,-1.78,-0.16,120025.0,106009713.0,2.68,9.0,8.76,8.98,8.97,1.77,1.02,12.53,1.05,10335417300.0,10335417300.0,-0.11,-0.23,-22.58,10.13
2963,603290,斯达半导,93.3,-1.78,-1.69,19878.0,186886171.0,2.54,95.51,93.1,94.99,94.99,1.15,0.83,43.89,3.23,22342874378.0,22342874378.0,0.13,0.19,-11.27,4.62
2964,301314,科瑞思,41.73,-1.79,-0.76,4198.0,17531348.4,3.2,42.6,41.24,42.5,42.49,0.62,2.58,165.81,2.2,2305582500.0,678112500.0,-0.05,-0.05,-2.07,19.06
2965,300039,上海凯宝,6.05,-1.79,-0.11,136762.0,83078402.6,1.79,6.15,6.04,6.14,6.16,1.24,1.49,25.38,1.4,6328300000.0,5547403667.0,0.0,0.0,-1.63,0.0
2966,600982,宁波能源,4.38,-1.79,-0.08,123451.0,54260256.0,2.24,4.46,4.36,4.46,4.46,1.79,1.1,15.19,1.11,4895208384.0,4895208384.0,-0.23,-0.23,-6.81,10.33
2967,002082,万邦德,12.05,-1.79,-0.22,62003.0,75524569.0,3.18,12.38,11.99,12.23,12.27,1.3,1.12,1237.34,2.76,7370853113.0,6666697710.0,-0.25,-0.25,6.35,87.4
2968,601992,金隅集团,1.65,-1.79,-0.03,382496.0,63458487.0,2.98,1.69,1.64,1.68,1.68,1.11,0.46,-9.27,0.43,17618322371.0,13751361136.0,-0.6,-0.6,-4.62,-4.62
2969,603012,创力集团,5.49,-1.79,-0.1,54077.0,29824580.0,2.68,5.61,5.46,5.6,5.59,1.26,0.84,30.24,0.93,3549285000.0,3549285000.0,0.0,0.0,-9.85,5.37
2970,300326,ST凯利,5.5,-1.79,-0.1,24986.0,13772451.0,2.32,5.61,5.48,5.61,5.6,1.28,0.35,41.51,1.42,3943569751.0,3916260920.0,0.18,0.18,-2.83,-15.38
2971,300474,景嘉微,76.32,-1.79,-1.39,142339.0,1105157506.3,4.7,79.54,75.89,78.33,77.71,1.64,3.5,-412.43,5.72,39886299099.0,31022105907.0,-0.08,-0.2,-2.17,-18.31
2972,688126,沪硅产业,20.35,-1.79,-0.37,171521.0,351480568.0,2.46,20.84,20.33,20.6,20.72,0.88,0.63,-77.24,3.61,65009757538.0,55589253670.0,0.05,-0.05,-3.1,8.13
2973,002918,蒙娜丽莎,13.75,-1.79,-0.25,14970.0,20754214.75,1.86,14.01,13.75,14.0,14.0,0.39,0.7,52.37,1.72,5621087711.0,2929972788.0,0.0,0.0,-0.29,32.72
2974,600826,兰生股份,10.4,-1.79,-0.19,44998.0,47129809.0,2.83,10.67,10.37,10.53,10.59,1.16,0.61,31.68,1.78,7649548910.0,7649548910.0,0.1,0.0,-2.26,25.0
2975,002302,西部建设,6.02,-1.79,-0.11,49068.0,29694831.34,1.96,6.13,6.01,6.13,6.13,1.15,0.39,-28.81,0.89,7599372910.0,7599372910.0,-0.17,-0.17,-11.6,-6.81
2976,002940,昂利康,32.37,-1.79,-0.59,48627.0,158548956.2,1.94,32.97,32.33,32.78,32.96,1.05,2.62,63.04,4.15,6529941381.0,5997366867.0,-0.03,-0.03,-24.9,149.77
2977,688425,铁建重工,4.93,-1.79,-0.09,176060.0,87164317.0,2.39,5.04,4.92,5.02,5.02,2.18,0.33,19.64,1.45,26294140210.0,26294140210.0,0.0,0.2,-11.01,14.12
2978,002219,新里程,2.19,-1.79,-0.04,258832.0,56917727.0,2.24,2.23,2.18,2.22,2.23,0.88,0.79,-144.63,3.77,7418366039.0,7165775747.0,0.0,0.0,-5.19,-17.05
2979,001225,和泰机电,53.32,-1.79,-0.97,5232.0,28045037.4,2.91,54.78,53.2,54.78,54.29,0.57,2.49,83.64,2.54,3512017776.0,1121787376.0,-0.02,-0.11,26.44,71.45
2980,301505,苏州规划,20.13,-1.8,-0.37,8635.0,17459271.49,3.07,20.66,20.03,20.5,20.5,0.98,1.15,198.42,2.4,2302871819.0,1508176398.0,-0.05,0.0,-13.68,7.13
2981,605069,正和生态,9.28,-1.8,-0.17,21630.0,20072102.0,3.17,9.46,9.16,9.46,9.45,1.18,2.57,-69.43,2.31,1964555380.0,781016660.0,-0.11,-0.11,-15.02,21.63
2982,603277,银都股份,16.95,-1.8,-0.31,5716.0,9705332.0,2.38,17.26,16.85,17.26,17.26,1.12,0.09,16.71,3.66,10402203220.0,10335195124.0,-0.18,-0.29,-3.03,10.93
2983,603976,正川股份,19.14,-1.8,-0.35,6327.0,12154366.0,2.72,19.53,19.0,19.53,19.49,1.15,0.42,132.84,2.46,2894037899.0,2894037899.0,-0.05,-0.05,-5.71,20.0
2984,600761,安徽合力,19.69,-1.8,-0.36,34624.0,68172651.0,2.59,20.07,19.55,20.06,20.05,0.89,0.39,11.73,1.64,17537740464.0,17537740464.0,-0.05,0.1,-4.65,16.17
2985,301018,申菱环境,54.04,-1.8,-0.99,47636.0,259435982.03,4.76,56.2,53.58,54.6,55.03,0.85,2.39,71.84,5.42,14377480559.0,10753928333.0,0.33,0.58,-22.26,40.8
2986,300707,威唐工业,15.83,-1.8,-0.29,65248.0,103030527.36,3.85,16.19,15.57,16.15,16.12,1.11,4.55,64.55,2.43,2794642764.0,2268198621.0,0.13,0.06,3.46,3.4
2987,000791,甘肃能源,6.56,-1.8,-0.12,82483.0,54202514.0,2.54,6.7,6.53,6.7,6.68,1.21,0.43,10.09,1.46,21279588708.0,12697678916.0,0.15,0.0,-2.09,12.14
2988,000707,双环科技,6.0,-1.8,-0.11,37507.0,22601705.0,1.96,6.11,5.99,6.11,6.11,0.95,0.81,-100.3,1.23,3508303158.0,2784874590.0,0.0,0.0,-9.64,-16.67
2989,301388,欣灵电气,30.52,-1.8,-0.56,7402.0,22615351.3,2.51,31.08,30.3,31.08,31.08,1.05,2.71,131.34,3.2,3126700752.0,834923066.0,-0.1,-0.03,-3.63,33.33
2990,300097,ST智云,6.56,-1.8,-0.12,34679.0,22922291.0,2.4,6.72,6.56,6.71,6.68,0.7,1.28,-12.72,4.98,1892885829.0,1771265259.0,-0.3,-0.3,9.33,22.85
2991,688638,誉辰智能,34.85,-1.8,-0.64,2109.0,7390736.0,2.4,35.66,34.81,35.66,35.49,1.03,0.8,-13.97,2.28,1951600000.0,922166617.0,0.0,-0.29,-24.37,24.46
2992,600428,中远海特,7.08,-1.8,-0.13,124103.0,88149757.0,2.77,7.23,7.03,7.23,7.21,1.14,0.51,10.96,1.18,19426956397.0,17312621928.0,0.28,0.43,2.16,0.85
2993,600880,博瑞传播,4.9,-1.8,-0.09,104270.0,51416406.0,1.8,4.98,4.89,4.97,4.99,0.62,0.95,512.05,1.76,5357327251.0,5355847858.0,0.0,-0.2,-1.61,3.59
2994,000027,深圳能源,6.53,-1.8,-0.12,124203.0,81389253.11,2.56,6.67,6.5,6.66,6.65,1.72,0.26,11.86,0.95,31065756151.0,31065756151.0,0.0,0.31,0.15,3.16
2995,600339,中油工程,3.25,-1.81,-0.06,174651.0,57070111.0,1.81,3.31,3.25,3.31,3.31,1.26,0.31,26.0,0.68,18145229281.0,18145229281.0,-0.31,-0.31,-7.67,-7.93
2996,301011,华立科技,24.4,-1.81,-0.45,9849.0,24211255.61,2.66,24.97,24.31,24.84,24.85,0.79,0.7,42.12,3.96,3755891000.0,3418122507.0,0.08,0.08,-12.86,-4.28
2997,002566,益盛药业,7.6,-1.81,-0.14,61290.0,47321464.0,3.36,7.86,7.6,7.74,7.74,0.78,2.64,78.18,1.13,2515232160.0,1761607557.0,-0.13,-0.26,-5.35,13.1
2998,300636,同和药业,7.6,-1.81,-0.14,28631.0,21884644.0,2.07,7.75,7.59,7.72,7.74,1.29,0.78,28.61,1.34,3191631362.0,2791918398.0,-0.13,-0.13,-16.94,-4.16
2999,688018,乐鑫科技,157.3,-1.81,-2.9,21863.0,349312634.0,3.56,162.88,157.18,159.51,160.2,0.93,1.4,52.34,6.09,26291595473.0,24649338171.0,-0.13,0.03,-15.28,1.05
3000,002615,哈尔斯,7.61,-1.81,-0.14,39593.0,30255091.0,2.58,7.79,7.59,7.73,7.75,1.03,1.3,26.58,2.09,3548297441.0,2324660618.0,0.13,0.0,-6.51,-1.17
3001,688278,特宝生物,83.61,-1.81,-1.54,11406.0,96480004.0,2.29,85.5,83.55,85.15,85.15,1.64,0.28,38.43,11.14,34128722423.0,34128722423.0,-0.1,0.07,2.7,14.93
3002,300893,松原安全,23.92,-1.81,-0.44,31569.0,75448164.41,3.65,24.4,23.51,24.4,24.36,1.97,1.26,32.26,5.84,11314190283.0,6000884576.0,-0.25,-0.25,13.15,61.73
3003,002666,德联集团,4.89,-1.81,-0.09,51242.0,25176532.0,2.41,4.99,4.87,4.96,4.98,1.11,1.02,36.11,1.07,3853316582.0,2448267503.0,0.0,0.0,-8.08,14.52
3004,002664,信质集团,21.64,-1.81,-0.4,28968.0,62866932.15,2.72,22.1,21.5,22.02,22.04,0.73,0.72,54.52,2.5,8833448000.0,8711746544.0,-0.09,0.0,-28.08,53.91
3005,301491,汉桑科技,55.31,-1.81,-1.02,5445.0,30270370.36,2.29,56.57,55.28,56.27,56.33,1.66,2.01,34.23,3.41,7134990000.0,1497049166.0,0.0,-0.05,-16.32,91.32
3006,301072,中捷精工,21.16,-1.81,-0.39,5003.0,10607424.0,3.99,21.79,20.93,21.49,21.55,0.77,0.75,-60.39,2.97,2222773043.0,1420680771.0,-0.28,-0.14,-19.02,11.72
3007,300295,三六五网,12.47,-1.81,-0.23,43587.0,55101641.0,3.78,12.93,12.45,12.61,12.7,0.64,2.6,-267.33,2.1,2364483014.0,2089047823.0,-0.08,-0.08,-8.17,-24.92
3008,603787,新日股份,13.05,-1.81,-0.24,23560.0,30878070.0,2.86,13.32,12.94,13.19,13.29,0.62,1.02,19.46,1.89,3003376460.0,3003376460.0,-0.08,-0.23,4.48,27.69
3009,603085,天成自控,10.84,-1.81,-0.2,112599.0,121426111.0,3.8,11.03,10.61,11.03,11.04,1.65,2.84,64.15,4.83,4304564000.0,4304564000.0,-0.09,-0.18,1.69,-0.09
3010,603766,隆鑫通用,15.63,-1.82,-0.29,120353.0,189186223.0,2.45,15.96,15.57,15.9,15.92,0.73,0.59,15.27,3.23,32096859116.0,32096859116.0,0.0,-0.06,27.59,79.66
3011,603726,朗迪集团,20.98,-1.82,-0.39,19335.0,40783176.0,2.53,21.48,20.94,21.39,21.37,0.85,1.05,16.61,2.77,3894962176.0,3875136076.0,0.05,-0.05,11.24,36.15
3012,600560,金自天正,15.63,-1.82,-0.29,12603.0,19770233.0,2.89,16.03,15.57,15.88,15.92,1.32,0.56,70.42,3.62,3495579165.0,3495579165.0,-0.06,0.06,-8.38,7.28
3013,002016,世荣兆业,5.93,-1.82,-0.11,57315.0,34231107.0,2.15,6.05,5.92,6.01,6.04,0.86,0.71,29.0,0.98,4797937098.0,4797937098.0,0.0,0.0,-0.5,-3.89
3014,688116,天奈科技,44.8,-1.82,-0.83,31665.0,142652500.0,2.54,45.88,44.72,45.68,45.63,0.57,0.86,62.8,4.44,16420634541.0,16420634541.0,0.02,-0.04,-20.07,15.88
3015,600818,中路股份,9.7,-1.82,-0.18,17005.0,16583267.0,1.92,9.88,9.69,9.88,9.88,0.76,0.71,-123.83,5.58,3118044727.0,2308191727.0,-0.1,-0.1,-11.66,-16.02
3016,688496,清越科技,5.95,-1.82,-0.11,25953.0,15474541.0,2.97,6.08,5.9,6.07,6.06,0.88,1.09,-46.32,2.73,2677500000.0,1415776320.0,0.17,0.17,-36.9,-30.57
3017,600968,海油发展,3.77,-1.82,-0.07,292680.0,110788836.0,2.08,3.84,3.76,3.84,3.84,1.1,0.29,10.08,1.34,38322442830.0,38322442830.0,-0.26,0.0,-4.07,-8.94
3018,001358,兴欣新材,24.76,-1.82,-0.46,3428.0,8546318.6,3.81,25.66,24.7,25.32,25.22,1.01,0.67,51.2,2.13,3050432000.0,1262173386.0,0.0,-0.04,-15.95,13.68
3019,000541,佛山照明,5.95,-1.82,-0.11,62217.0,37219334.57,1.82,6.05,5.94,6.03,6.06,2.44,0.51,48.6,1.36,9137880469.0,7321672576.0,0.0,0.0,-9.44,-2.14
3020,000756,新华制药,15.62,-1.82,-0.29,87806.0,137746841.88,1.7,15.88,15.61,15.86,15.91,0.8,1.78,31.54,2.09,10774309477.0,7694785693.0,0.0,-0.06,-7.52,1.03
3021,002656,*ST摩登,2.7,-1.82,-0.05,51221.0,13878968.0,1.82,2.74,2.69,2.74,2.75,0.54,0.76,-41.7,4.53,1923803579.0,1826792468.0,0.0,0.0,13.92,104.55
3022,600307,酒钢宏兴,1.62,-1.82,-0.03,667707.0,111021015.0,6.06,1.72,1.62,1.68,1.65,3.19,1.07,-10.71,1.49,10146639027.0,10146639027.0,-0.61,0.0,-6.9,1.89
3023,600367,红星发展,15.09,-1.82,-0.28,54098.0,81795757.0,3.32,15.49,14.98,15.37,15.37,1.14,1.68,35.96,2.08,5147665311.0,4858575316.0,0.0,0.0,-17.36,31.33
3024,603969,银龙股份,9.69,-1.82,-0.18,63657.0,61824239.0,2.63,9.88,9.62,9.87,9.87,1.07,0.75,22.82,3.11,8307663360.0,8176503396.0,-0.21,-0.31,0.0,45.06
3025,000757,浩物股份,4.82,-1.83,-0.09,59777.0,28893601.0,2.85,4.93,4.79,4.91,4.91,0.66,1.12,45.02,1.61,2567691578.0,2567643016.0,0.0,0.21,-17.47,29.22
3026,603220,中贝通信,20.89,-1.83,-0.39,48840.0,102611690.0,2.16,21.34,20.88,21.28,21.28,1.31,1.12,80.0,4.56,9071542204.0,9071542204.0,-0.05,0.0,-10.46,-8.62
3027,002919,名臣健康,21.45,-1.83,-0.4,27853.0,59517036.56,3.94,21.98,21.12,21.98,21.85,0.74,1.05,100.77,6.96,5716984116.0,5671126247.0,0.28,0.19,38.75,30.79
3028,688620,安凯微,11.28,-1.83,-0.21,32321.0,36664833.0,2.35,11.53,11.26,11.53,11.49,1.16,1.39,-40.33,3.28,4421760000.0,2620552906.0,-0.09,0.0,-15.95,12.24
3029,600230,沧州大化,12.33,-1.83,-0.23,33615.0,41700788.0,3.18,12.7,12.3,12.48,12.56,0.76,0.81,80.38,1.27,5104139315.0,5104139315.0,-0.16,0.0,-1.83,15.23
3030,688297,中无人机,46.73,-1.83,-0.87,39563.0,183908338.0,3.38,47.5,45.89,47.31,47.6,0.98,0.59,699.09,5.51,31542750000.0,31542750000.0,0.15,0.39,-2.26,16.01
3031,601882,海天精工,18.73,-1.83,-0.35,14689.0,27584290.0,2.31,19.09,18.65,19.05,19.08,2.12,0.28,21.72,3.42,9777060000.0,9777060000.0,0.11,0.0,-11.02,-13.17
3032,603444,吉比特,441.64,-1.83,-8.25,9538.0,421256657.0,3.78,452.0,435.0,445.0,449.89,0.95,1.32,19.65,5.91,31816231846.0,31816231846.0,-0.38,-0.35,-16.71,117.77
3033,600176,中国巨石,14.92,-1.84,-0.28,157135.0,235564051.0,2.11,15.22,14.9,15.13,15.2,1.17,0.39,17.44,1.89,59726799982.0,59726799982.0,-0.07,0.0,-1.78,35.88
3034,300535,达威股份,17.1,-1.84,-0.32,10928.0,18805455.67,2.99,17.52,17.0,17.45,17.42,0.94,1.44,51.52,1.89,1830039657.0,1295285191.0,-0.18,-0.29,-14.46,31.24
3035,300389,艾比森,15.48,-1.84,-0.29,35316.0,54918291.0,3.11,15.88,15.39,15.67,15.77,1.57,1.51,23.14,3.47,5713672907.0,3609646849.0,0.0,0.0,-4.27,33.91
3036,001205,盛航股份,17.08,-1.84,-0.32,19102.0,32836906.48,2.82,17.55,17.06,17.41,17.4,0.79,1.2,32.87,1.54,3211097628.0,2724297029.0,0.06,-0.18,3.77,-10.9
3037,002158,汉钟精机,22.88,-1.84,-0.43,37440.0,85746585.7,2.83,23.33,22.67,23.2,23.31,0.82,0.7,23.42,2.81,12234488300.0,12208473969.0,-0.26,-0.09,-11.73,27.54
3038,603132,金徽股份,13.84,-1.84,-0.26,38100.0,53019117.0,2.98,14.15,13.73,14.02,14.1,1.5,0.39,29.34,4.29,13535520000.0,13535520000.0,-0.07,0.0,-5.01,28.03
3039,600262,北方股份,25.01,-1.84,-0.47,18995.0,47728689.0,2.32,25.47,24.88,25.4,25.48,1.2,1.12,17.6,2.42,4251700000.0,4251700000.0,0.0,0.04,13.07,39.02
3040,300887,谱尼测试,8.54,-1.84,-0.16,87269.0,74651521.28,2.53,8.7,8.48,8.7,8.7,0.67,2.41,-17.58,1.62,4660595799.0,3093164259.0,0.12,0.12,2.03,11.78
3041,600191,华资实业,11.75,-1.84,-0.22,63704.0,75746805.0,2.59,12.06,11.75,11.96,11.97,0.73,1.31,74.62,3.37,5697951000.0,5697951000.0,-0.25,-0.34,37.75,69.8
3042,600876,凯盛新能,9.61,-1.84,-0.18,13592.0,13142847.0,2.76,9.87,9.6,9.83,9.79,1.31,0.34,-7.8,1.81,6204936394.0,3802436394.0,0.0,-0.1,-11.43,1.26
3043,002480,新筑股份,5.88,-1.84,-0.11,31241.0,18434141.0,2.67,6.02,5.86,6.0,5.99,0.95,0.41,-80.21,4.69,4522711780.0,4514181522.0,0.17,0.17,-16.0,13.95
3044,600740,山西焦化,3.74,-1.84,-0.07,98667.0,37042137.0,2.1,3.81,3.73,3.81,3.81,1.14,0.39,-143.59,0.63,9582333116.0,9582333116.0,-0.53,-0.27,-7.2,-6.73
3045,000920,沃顿科技,11.74,-1.84,-0.22,37486.0,44110166.0,2.34,11.96,11.68,11.95,11.96,1.92,0.89,21.3,2.79,5548571925.0,4954015850.0,0.09,0.09,-5.25,34.79
3046,603666,亿嘉和,29.41,-1.84,-0.55,16811.0,49699092.0,2.27,30.04,29.36,29.96,29.96,1.37,0.82,-107.13,2.86,6044649652.0,6044649652.0,-0.17,-0.17,-14.9,20.48
3047,603918,金桥信息,14.92,-1.84,-0.28,49789.0,74752688.0,2.11,15.22,14.9,15.12,15.2,1.38,1.36,-68.57,5.44,5451795244.0,5447404288.0,-0.07,-0.07,-16.18,17.3
3048,002979,雷赛智能,37.94,-1.84,-0.71,20974.0,79892604.5,1.99,38.6,37.83,38.51,38.65,1.05,0.95,55.81,7.25,11918503735.0,8384025021.0,-0.03,-0.03,-22.0,24.52
3049,600467,好当家,2.65,-1.85,-0.05,549227.0,148357671.0,4.07,2.76,2.65,2.68,2.7,0.87,3.76,107.42,1.13,3871634906.0,3871634906.0,0.0,-0.38,0.76,15.22
3050,600521,华海药业,17.02,-1.85,-0.32,105177.0,178796593.0,2.25,17.3,16.91,17.26,17.34,1.33,0.7,50.25,2.75,25483219543.0,25483219543.0,0.0,0.06,-29.55,-3.41
3051,603367,辰欣药业,17.55,-1.85,-0.33,62595.0,111016944.0,3.3,18.13,17.54,18.04,17.88,1.6,1.38,15.6,1.29,7945834964.0,7945834964.0,-0.06,0.0,-19.35,31.66
3052,600483,福能股份,10.06,-1.85,-0.19,113212.0,113879063.0,2.63,10.25,9.98,10.25,10.25,1.0,0.41,10.55,1.07,27968186268.0,27968186268.0,-0.1,0.0,3.07,4.9
